OverallQual,GarageCars,ExterQual,GrLivArea,FullBath,KitchenQual,YearBuilt,1stFlrSF,BsmtQual,Fireplaces,SalePrice
5,1,TA,936,1,TA,1956,936,TA,0,129000
6,2,Gd,1314,2,Gd,2006,1314,Gd,1,176432
6,0,TA,1355,1,Gd,1914,773,TA,0,127000
8,2,Gd,1088,1,Gd,1986,1088,Gd,0,170000
4,1,TA,1324,1,TA,1936,757,TA,0,128000
7,2,TA,1601,2,TA,1978,1601,Gd,1,157000
2,1,TA,438,1,Fa,1920,438,TA,0,60000
5,1,TA,950,1,TA,1971,950,TA,0,119500
5,1,TA,1134,1,TA,1960,1134,TA,0,135000
6,2,TA,1194,1,TA,1959,1194,TA,1,159500
5,2,TA,1302,2,TA,1970,630,TA,0,106000
8,2,Gd,2622,2,Gd,1994,1500,Ex,2,325000
7,2,Gd,1442,2,Gd,1990,1442,Gd,1,179900
7,2,Gd,2021,2,Gd,2006,887,Ex,1,274725
6,2,TA,1690,2,TA,2000,948,Gd,1,181000
8,3,Gd,1836,2,Gd,2004,1836,Ex,1,280000
6,2,TA,1658,2,TA,1995,773,Gd,1,188000
7,2,TA,1964,2,TA,1976,1098,TA,1,205000
5,1,TA,816,1,TA,1957,816,TA,0,129900
5,1,TA,1008,1,Gd,1953,1008,TA,0,134500
5,1,TA,833,1,Gd,1954,833,TA,0,117000
8,3,Gd,1734,2,Ex,2007,1734,Ex,1,318000
8,2,Gd,1419,2,Gd,2002,779,Gd,1,184100
5,2,TA,894,1,Gd,1967,894,TA,0,130000
5,1,TA,1601,1,TA,1958,1021,TA,0,140000
5,1,TA,1040,1,TA,1959,1040,TA,0,133700
6,1,TA,1012,1,TA,1920,1012,TA,1,118400
7,3,Gd,1552,2,Gd,2005,1552,Gd,0,212900
4,1,TA,960,1,TA,1956,960,TA,0,112000
5,0,TA,698,1,TA,1947,698,TA,0,118000
7,2,TA,1482,2,Gd,1992,812,Gd,1,163900
4,2,TA,1005,1,Fa,1955,1005,TA,1,115000
7,3,Gd,1555,2,Gd,2007,1555,Gd,1,174000
7,3,Gd,1530,2,Gd,2004,1530,Gd,1,259000
7,2,Gd,1959,2,Gd,2004,847,Gd,1,215000
5,2,TA,936,1,TA,1980,936,Gd,0,140000
4,2,TA,1981,2,Gd,1928,1328,TA,2,135000
5,0,TA,974,1,TA,1991,974,Gd,0,93500
6,1,TA,2210,2,Fa,1880,1178,TA,0,117500
8,2,Gd,2020,2,Gd,1995,1142,Gd,1,239500
6,2,TA,1600,2,TA,1997,916,Gd,1,169000
6,1,TA,986,1,TA,1926,986,TA,1,102000
6,1,TA,1252,1,TA,1950,1032,TA,0,119000
5,0,TA,1020,1,TA,1875,780,TA,0,94000
6,2,TA,1567,2,Gd,1977,1567,TA,2,196000
5,2,TA,1167,1,TA,1920,1167,TA,1,144000
5,2,TA,952,1,TA,1951,952,TA,0,139000
5,2,TA,1868,2,Gd,1976,1088,TA,1,197500
8,3,Gd,2828,3,Gd,2006,1466,Ex,1,424870
5,0,TA,1006,1,TA,1959,1006,TA,0,80000
4,1,TA,924,1,Fa,1941,672,Gd,0,80000
5,1,TA,1576,1,TA,1928,1042,TA,1,149000
6,2,Gd,1298,2,Gd,1985,1298,Gd,1,180000
7,1,TA,1564,1,Fa,1941,860,TA,1,174500
7,1,TA,1111,1,TA,1926,572,TA,1,116900
7,2,TA,1482,1,TA,1920,832,TA,0,143000
6,1,TA,932,1,Gd,1950,932,TA,1,124000
5,2,TA,1466,1,Fa,1959,1466,TA,2,149900
6,2,TA,1811,1,Ex,1956,1811,TA,1,230000
6,1,Gd,816,1,TA,1930,816,TA,0,120500
7,2,TA,1820,1,Gd,1965,902,TA,2,201800
5,2,Gd,1437,2,Gd,1976,1437,Gd,1,218000
5,2,TA,1265,2,Gd,1965,1265,TA,1,179900
7,2,Gd,1314,2,Gd,2007,1314,Gd,1,230000
8,3,Gd,1580,2,Gd,2007,1580,Gd,0,235128
6,2,Gd,1876,2,Gd,1974,943,TA,1,185000
6,2,TA,1456,2,TA,1978,855,Gd,1,146000
6,2,Gd,1640,1,Gd,1954,1640,TA,1,224000
5,2,TA,894,1,TA,1968,894,Gd,1,129000
4,2,TA,1258,0,TA,1969,1258,Gd,0,108959
5,2,TA,1432,1,Gd,1978,1432,Gd,1,194000
7,2,Gd,1502,2,Gd,2009,1502,Gd,0,233170
8,3,Gd,1694,2,Gd,2008,1694,Gd,0,245350
6,2,TA,1671,2,TA,2000,959,Gd,1,173000
6,2,TA,2108,2,Gd,1935,1236,TA,2,235000
10,3,Gd,3627,3,Gd,1995,1831,Ex,1,625000
6,1,TA,1118,1,TA,1977,1118,TA,1,171000
6,2,TA,1261,1,TA,1958,1261,TA,1,163000
7,2,Gd,1250,2,Gd,2006,625,Gd,0,171900
5,0,TA,3086,3,Ex,1946,1636,TA,1,200500
6,2,TA,2345,2,TA,1932,1170,Gd,1,239000
8,2,Gd,2872,2,Gd,1992,2129,Gd,1,285000
5,1,TA,923,1,TA,1984,923,TA,0,119500
6,1,TA,1224,1,TA,1926,818,TA,0,115000
5,1,TA,1343,1,TA,1921,820,TA,1,154900
5,0,TA,1124,1,TA,1954,1124,,1,93000
7,2,TA,2514,2,TA,1990,1298,Gd,0,250000
8,2,Ex,1652,2,Gd,2008,1652,Ex,1,392500
10,3,Gd,4476,3,Ex,1996,2411,Ex,2,745000
5,2,TA,1130,1,TA,1920,1130,TA,1,120000
5,3,TA,1572,1,TA,1963,1572,TA,2,186700
5,1,TA,1221,1,TA,1924,949,TA,0,104900
3,2,TA,1699,2,TA,1900,1014,Fa,0,95000
8,3,Gd,1624,2,Gd,1994,1624,Gd,1,262000
7,2,Gd,1660,2,Gd,2002,831,Gd,0,195000
7,2,TA,1804,2,Gd,1999,1028,TA,1,189000
4,4,TA,1622,1,TA,1961,1622,TA,1,168000
8,2,Gd,1441,2,Gd,1999,764,Gd,0,174000
5,1,TA,1472,1,Gd,1925,842,TA,0,125000
6,2,TA,1224,2,TA,1999,1224,Ex,0,165000
6,1,TA,1352,1,TA,1969,663,TA,0,158000
6,2,TA,1456,2,Gd,2005,728,Gd,0,176000
7,3,Gd,1863,2,Gd,2006,879,Gd,1,219210
7,1,TA,1690,1,TA,1916,815,TA,1,144000
7,2,Gd,1212,2,Gd,2001,1212,Gd,0,178000
4,2,TA,1382,1,TA,1963,1382,TA,1,148000
4,1,TA,864,1,TA,1970,864,TA,0,116050
7,2,TA,1779,2,Gd,1998,866,Gd,0,197900
5,1,TA,1348,1,TA,1925,884,TA,1,117000
7,2,Gd,1630,2,Gd,2000,1630,Gd,1,213000
5,2,TA,1074,1,TA,1975,1074,Gd,0,153500
7,3,Gd,2196,2,Gd,1990,2196,Gd,1,271900
4,1,TA,1056,1,TA,1966,1056,TA,0,107000
6,2,Gd,1700,2,Gd,2003,1700,Gd,0,200000
5,2,TA,1283,1,TA,1962,1283,TA,0,140000
8,2,Gd,1660,2,Gd,2006,1660,Ex,1,290000
6,2,Gd,1845,2,Gd,1992,1055,Gd,1,189000
8,2,Gd,1752,2,TA,1988,1080,Gd,0,164000
4,1,TA,672,1,TA,1941,672,TA,0,113000
4,1,TA,960,0,TA,1965,960,TA,0,145000
5,1,TA,999,1,TA,1962,999,TA,0,134500
5,1,TA,894,1,TA,1966,894,TA,0,125000
6,2,TA,1902,2,TA,1978,1318,,0,112000
8,2,Gd,1314,2,Gd,2009,1314,Gd,0,229456
4,0,TA,912,1,TA,1947,672,,0,80500
6,0,TA,1218,1,TA,1971,672,TA,0,91500
5,1,TA,912,1,TA,1964,912,TA,0,115000
5,1,TA,1211,1,TA,1968,1211,TA,1,134000
6,1,TA,1846,2,TA,1949,1168,TA,1,143000
5,2,TA,2136,2,TA,1951,2136,TA,0,137900
7,2,Gd,1490,2,Gd,2004,788,Gd,1,184000
6,1,TA,1138,1,TA,1958,1138,TA,0,145000
6,3,Gd,1933,2,Gd,2007,894,Gd,1,214000
5,2,TA,912,1,Gd,1965,912,TA,0,147000
9,3,Ex,1702,1,Ex,2008,1702,Ex,1,367294
5,1,TA,1507,2,TA,1960,1507,TA,0,127000
5,2,TA,2620,2,TA,1977,1361,Gd,1,190000
5,2,TA,1190,1,TA,1962,1190,TA,0,132500
4,2,TA,1224,2,TA,1962,1224,,0,101800
5,2,TA,1188,1,TA,1959,1188,TA,0,142000
5,0,TA,1964,1,TA,1911,1024,TA,0,130000
5,1,TA,1784,1,TA,1914,892,Gd,0,138887
7,2,Gd,1626,2,Gd,2003,764,Gd,0,175500
7,2,Gd,1948,2,Gd,2004,847,Gd,1,195000
6,2,Gd,1141,1,TA,2005,1141,Gd,0,142500
8,2,Gd,1484,2,Ex,2006,1484,Gd,1,265900
7,2,Gd,1768,2,Gd,2003,884,Gd,0,224900
7,3,Gd,1689,2,Gd,2007,1689,Gd,0,248328
7,2,TA,1173,2,Gd,1974,1173,Gd,2,170000
10,3,Ex,2076,2,Ex,2006,2076,Ex,1,465000
8,2,TA,1517,1,Gd,1929,792,Gd,2,230000
6,2,TA,1868,3,TA,1984,1140,Gd,1,178000
7,2,Gd,1553,2,Gd,2005,756,Gd,0,186500
6,3,TA,1034,1,TA,1976,1034,TA,0,169900
6,2,TA,2058,1,TA,1917,1134,Gd,1,129500
5,1,TA,988,1,TA,1950,988,TA,0,119000
7,2,Gd,2110,2,Ex,1968,2110,TA,2,244000
7,2,Gd,1405,2,Gd,2003,1405,Gd,1,171750
5,1,TA,874,1,TA,1968,874,TA,0,130000
7,2,Gd,2167,2,Gd,1974,1516,TA,2,294000
7,2,Gd,1656,2,Gd,2003,760,Gd,1,165400
6,1,TA,1367,1,TA,1931,959,TA,1,127500
8,2,Gd,1987,2,Gd,1994,1987,Gd,1,301500
5,0,TA,864,1,TA,1922,864,Fa,0,99900
7,2,Gd,1166,2,Gd,2005,1166,Gd,0,190000
6,2,TA,1054,1,TA,1969,1054,Gd,0,151000
6,2,TA,1675,2,TA,1999,892,Gd,1,181000
5,1,TA,1050,1,TA,1956,1050,TA,0,128900
4,1,TA,1788,1,TA,1957,1104,TA,2,161500
6,2,TA,1824,1,TA,1919,1060,TA,1,180500
6,2,Gd,1337,2,Gd,1998,1337,Gd,0,181000
7,2,Gd,1452,2,Gd,1999,713,Gd,0,183900
7,1,Fa,1889,1,TA,1910,964,TA,1,122000
9,3,Ex,2018,2,Ex,2008,2018,Ex,1,378500
8,3,TA,3447,3,Gd,1935,1968,TA,2,381000
5,1,TA,1524,1,TA,1958,874,TA,0,144000
7,2,Gd,1524,0,Gd,1979,1332,Gd,1,260000
6,2,TA,1489,2,Gd,1968,1489,TA,1,185750
5,1,TA,935,1,TA,1965,935,TA,0,137000
6,1,TA,1357,1,Ex,1959,1357,TA,1,177000
5,2,TA,1250,2,TA,1910,661,TA,1,139000
5,2,TA,1920,2,TA,1948,928,TA,0,137000
6,2,TA,1395,1,TA,1972,735,TA,1,162000
6,2,TA,1724,1,TA,1967,1724,Gd,1,197900
8,2,Gd,2031,2,Gd,2002,1128,Gd,1,237000
4,2,TA,1128,1,TA,1920,698,TA,0,68400
7,2,Gd,1573,2,Gd,2002,1573,Gd,0,227000
7,2,TA,1339,2,TA,1990,1339,Gd,1,180000
5,2,TA,1040,2,Gd,1977,1040,Gd,0,150500
6,0,TA,1824,2,TA,1971,912,TA,0,139000
6,1,TA,2447,2,Gd,1919,1699,TA,1,169000
6,1,TA,1412,1,TA,1939,825,TA,1,132500
6,2,TA,1328,1,TA,1963,1328,TA,2,143000
5,2,TA,1582,2,TA,1964,1582,TA,0,190000
8,2,Gd,1659,2,Ex,2000,1659,Gd,1,278000
8,3,Gd,1970,2,Ex,2006,1120,Gd,1,281000
5,2,TA,1152,1,TA,1964,1152,TA,1,180500
5,1,TA,1302,2,TA,1972,630,TA,0,119500
5,1,TA,2372,2,TA,1892,1378,TA,0,107500
7,2,TA,1664,2,TA,1976,832,Gd,1,162900
5,2,TA,864,1,TA,1955,864,TA,0,115000
5,1,TA,1052,1,TA,1968,1052,TA,0,138500
5,2,TA,1128,2,TA,1963,1128,TA,0,155000
6,2,TA,1072,2,TA,2005,1072,Gd,0,140000
10,2,Ex,5642,2,Ex,2008,4692,Ex,3,160000
5,1,TA,1246,1,Gd,1959,1246,TA,0,154000
7,2,Gd,1983,2,Gd,1999,1005,Gd,1,225000
6,1,TA,1494,1,Gd,1942,753,TA,2,177500
8,3,Gd,2526,2,Gd,1994,1203,Gd,1,290000
7,3,Gd,1616,2,Gd,2005,1616,Gd,0,232000
7,2,Gd,1708,2,Gd,2004,976,Gd,0,130000
9,2,Gd,1652,2,Ex,2006,1652,Ex,2,325000
7,2,Gd,1368,2,Gd,2005,1368,Gd,1,202500
5,2,TA,990,1,TA,1994,990,Gd,0,138000
5,2,TA,1122,1,Gd,1948,1122,TA,0,147000
6,2,TA,1294,2,Gd,1991,1294,Gd,0,179200
7,2,Gd,1902,2,Ex,1959,1902,Gd,2,335000
7,2,Gd,1274,2,Gd,2005,1274,Gd,0,203000
8,2,Gd,2810,2,Gd,1990,1453,Ex,1,302000
9,3,Gd,2599,2,Gd,1999,1422,Gd,1,333168
4,1,TA,948,1,TA,1954,948,TA,1,119000
6,2,TA,2112,2,TA,1969,1092,Fa,2,206900
8,3,Gd,1630,2,Ex,2008,1630,Ex,1,295493
7,2,Gd,1352,2,Gd,2006,1352,Ex,1,208900
8,3,Gd,1787,2,Gd,2001,1787,Gd,1,275000
4,1,TA,948,1,TA,1954,948,TA,0,111000
6,2,TA,1478,1,TA,1957,1478,TA,2,156500
3,1,TA,720,1,TA,1949,720,,0,72500
7,2,Gd,1923,2,Gd,1992,1061,Gd,1,190000
4,0,Fa,708,1,Fa,1940,708,TA,0,82500
8,3,Gd,1795,2,Gd,2006,1795,Ex,1,147000
4,0,TA,796,1,TA,1922,796,TA,0,55000
3,0,TA,774,1,Gd,1931,774,TA,0,79000
5,1,Gd,816,1,Gd,1982,816,TA,1,130500
6,2,Gd,2792,2,TA,1920,1584,Gd,2,256000
7,2,TA,1632,2,TA,1998,955,Gd,1,176500
8,3,Gd,1588,2,Gd,2006,1588,Gd,1,227000
5,2,TA,954,1,TA,1976,954,TA,0,132500
4,1,TA,816,1,TA,1938,816,TA,1,100000
5,1,TA,1360,1,Gd,1938,803,TA,0,125500
5,2,TA,1365,1,TA,1970,765,TA,0,125000
6,2,TA,1334,2,TA,1977,1334,Gd,1,167900
5,2,TA,1656,2,TA,1973,1656,TA,0,135000
4,0,TA,693,1,Fa,1941,693,TA,0,52500
7,2,Gd,1861,2,Gd,2002,920,Gd,0,200000
5,1,TA,864,1,TA,1972,864,TA,0,128500
4,4,TA,872,1,TA,1971,872,TA,0,123000
6,2,TA,1114,1,Gd,2003,1114,Gd,0,155000
8,2,Gd,2169,2,Gd,2002,1284,Gd,1,228500
6,2,TA,1913,1,TA,1928,1172,TA,1,177000
7,2,Gd,1456,2,Gd,2006,728,Gd,1,155835
4,1,TA,960,1,Fa,1920,960,TA,0,108500
7,2,TA,2156,2,TA,1968,2156,TA,1,262500
8,3,Gd,1776,2,Gd,2006,1776,Ex,1,283463
7,2,Gd,1494,2,Gd,1998,1494,Gd,1,215000
8,0,TA,2358,2,TA,1872,938,TA,0,122000
5,4,TA,2634,2,TA,1969,1338,TA,0,200000
6,2,TA,1716,1,TA,1962,858,TA,1,171000
6,2,Gd,1176,1,TA,1937,786,TA,0,134900
8,3,Gd,3238,2,Gd,1995,2053,Gd,1,410000
7,3,Gd,1865,2,Gd,2000,992,Gd,1,235000
7,2,TA,1920,3,Gd,1968,1222,TA,1,170000
5,1,TA,892,1,TA,1966,892,TA,0,110000
5,2,TA,1078,1,TA,1971,1078,TA,1,149900
6,2,Gd,1573,2,Gd,2000,769,Gd,0,177500
9,3,Gd,1980,2,Ex,2004,1980,Ex,1,315000
5,2,TA,2601,3,TA,1921,990,TA,0,189000
7,2,Gd,1530,2,Gd,2005,1530,Ex,1,260000
4,1,TA,1738,2,TA,1920,1281,TA,1,104900
6,2,TA,1412,2,Gd,2006,616,Gd,1,156932
7,2,Gd,1200,2,Gd,2005,520,Gd,0,144152
7,2,Gd,1674,2,Gd,2000,814,Gd,0,216000
7,2,Gd,1790,2,Gd,1999,882,Gd,0,193000
5,1,TA,1475,2,TA,1977,925,TA,1,127000
6,2,Gd,848,1,Gd,2003,848,Gd,0,144000
8,2,Gd,1668,2,Gd,2003,1668,Gd,1,232000
4,1,Fa,1374,1,TA,1920,840,TA,0,105000
6,1,TA,1661,1,Gd,1955,1661,TA,1,165500
7,2,TA,2097,2,Gd,1998,1108,Gd,1,274300
10,3,Ex,2633,2,Ex,2001,2633,Ex,2,466500
7,3,Gd,1958,2,Gd,2005,1026,Gd,1,250000
8,3,Gd,1571,2,Gd,2007,1571,Gd,1,239000
6,1,TA,790,1,TA,1930,790,Gd,0,91000
5,2,TA,1604,2,TA,1941,984,TA,0,117000
6,1,TA,987,1,TA,1973,483,TA,0,83000
5,2,TA,1394,2,Gd,2006,754,Gd,0,167500
3,1,TA,864,1,TA,1914,864,TA,0,58500
6,2,TA,2117,2,TA,1970,2117,TA,2,237500
7,2,TA,1762,1,Gd,1920,998,Fa,0,157000
5,2,TA,1416,2,Gd,1918,1416,TA,0,112000
6,1,TA,1258,1,TA,1939,698,TA,0,105000
4,1,TA,1154,1,Gd,1922,796,TA,0,125500
7,2,TA,2784,3,Gd,1978,1392,Gd,2,250000
6,1,TA,2526,2,Gd,1916,1664,TA,1,136000
9,3,Ex,1746,2,Ex,2006,1746,Ex,2,377500
6,2,TA,1218,1,TA,1941,869,TA,1,131000
7,2,Gd,1525,2,Gd,2000,1525,Gd,0,235000
5,3,TA,1584,2,TA,1967,1584,TA,0,124000
5,1,TA,900,1,TA,1967,900,TA,1,123000
6,2,TA,1912,2,TA,1905,1221,Fa,1,163000
7,3,Gd,1500,2,Gd,2006,1500,Gd,1,246578
8,3,Gd,2482,2,Gd,2005,1133,Gd,1,281213
5,2,TA,1687,1,TA,1948,1687,TA,2,160000
5,1,TA,1513,1,TA,1920,939,TA,0,137500
5,1,TA,1904,1,TA,1950,1136,TA,0,138000
6,1,TA,1608,2,Gd,1925,1160,TA,1,137450
6,1,TA,1158,1,TA,1929,950,TA,1,120000
6,2,TA,1593,2,TA,2004,864,TA,1,193000
7,2,Gd,1294,2,Gd,2006,1294,Gd,1,193879
8,3,Gd,1464,2,Gd,2007,1464,Gd,0,282922
3,3,TA,1214,1,TA,1915,694,TA,0,105000
8,2,Gd,1646,2,Gd,2004,1646,Ex,1,275000
5,2,TA,768,1,TA,1972,768,Gd,0,133000
5,0,TA,833,1,TA,1985,833,TA,0,112000
4,2,TA,1363,1,TA,1910,741,Fa,0,125500
7,2,TA,2093,2,TA,1986,1236,Gd,1,215000
7,2,Gd,1840,2,Gd,2001,944,Gd,0,230000
6,1,TA,1668,1,TA,1950,1112,TA,0,140000
4,2,TA,1040,2,TA,1949,1040,,0,90000
8,2,Gd,1844,2,Gd,2005,1844,Gd,1,257000
6,2,TA,1848,1,Gd,1923,1053,TA,1,207000
7,3,Gd,1569,2,Gd,2007,1569,Gd,1,175900
4,2,TA,2290,2,TA,1885,1246,TA,0,122500
8,3,Gd,2450,2,Gd,1998,1310,Gd,1,340000
5,1,TA,1144,1,TA,1963,1144,TA,0,124000
6,2,Gd,1844,2,Gd,1969,1844,TA,1,223000
6,2,TA,1416,2,TA,1968,708,TA,1,179900
6,2,TA,1069,2,TA,1977,1069,Gd,1,127500
6,2,Gd,848,1,Gd,2003,848,Gd,0,136500
6,2,Gd,2201,2,Gd,1966,1575,Gd,1,274970
5,1,TA,1344,1,TA,1958,1344,TA,1,144000
6,2,Gd,1252,1,Gd,1959,1252,TA,0,142000
7,2,Gd,2127,2,Gd,1994,1223,Gd,2,271000
5,1,TA,1558,1,TA,1945,1048,TA,1,140000
5,1,TA,804,1,Gd,1940,804,TA,2,119000
6,2,Gd,1440,2,Gd,1981,1440,Gd,1,182900
5,2,Gd,1838,2,TA,2005,734,Gd,1,192140
6,2,TA,958,2,TA,1976,958,Gd,0,143750
4,1,TA,968,2,TA,1927,968,TA,0,64500
6,2,TA,1792,2,TA,2000,962,Gd,1,186500
5,2,TA,1126,2,TA,1977,1126,TA,1,160000
6,2,Gd,1537,1,Gd,1962,1537,TA,1,174000
4,2,TA,864,1,TA,1971,864,TA,0,120500
8,3,Ex,1932,2,Ex,2008,1932,Ex,1,394617
6,2,TA,1236,1,TA,1957,1236,TA,0,149700
7,2,TA,1725,2,TA,1979,1040,TA,1,197000
6,2,TA,2555,2,TA,1922,1423,Ex,1,191000
6,2,Gd,848,1,Gd,2004,848,Gd,1,149300
10,3,Ex,2007,2,Ex,2008,1026,Ex,1,310000
6,1,TA,952,1,Fa,1916,952,TA,1,121000
7,2,Gd,1422,2,Gd,2004,1422,Gd,0,179600
6,1,TA,913,1,TA,1966,913,TA,0,129000
5,1,TA,1188,1,TA,1962,1188,TA,0,157900
8,2,Gd,2090,2,Gd,1995,1220,Gd,1,240000
4,1,TA,1346,1,TA,1910,796,Fa,0,112000
5,0,TA,630,1,Ex,1970,630,Gd,0,92000
5,0,TA,1792,2,TA,1974,896,Gd,0,136000
8,3,Gd,1578,2,Ex,2008,1578,Gd,1,287090
5,2,TA,1072,1,TA,2005,1072,Gd,0,145000
5,0,TA,1140,1,TA,2006,1140,Gd,0,84500
7,2,Gd,1221,2,Gd,2004,1221,Gd,0,185000
6,2,TA,1647,2,TA,1999,953,Gd,1,175000
6,2,TA,2073,2,TA,1978,2073,Gd,2,210000
7,1,Ex,2340,2,Gd,1941,1188,TA,2,266500
5,1,TA,1078,1,Gd,1950,1078,TA,0,142125
5,1,Gd,1256,1,TA,1965,1256,TA,0,147500
